,feat_sel_type,num_features,fold,metric,score
542,random_all_genes,100,0,recall,0.7760879737950398
543,random_all_genes,200,0,recall,0.8542349087505849
544,random_all_genes,300,0,recall,0.7929340196537201
545,random_all_genes,400,0,recall,0.7812353766963033
546,random_all_genes,500,0,recall,0.904773046326626
547,random_all_genes,1000,0,recall,0.9312119794103884
548,random_all_genes,2000,0,recall,0.9389330837622836
549,random_all_genes,5000,0,recall,0.9424426766495086
550,seurat_v3,20,1,recall,0.1525735294117647
551,seurat_v3,50,1,recall,0.4442401960784313
552,seurat_v3,100,1,recall,0.5079656862745098
553,seurat_v3,200,1,recall,0.8578431372549019
554,seurat_v3,300,1,recall,0.8223039215686274
555,seurat_v3,400,1,recall,0.7971813725490197
556,seurat_v3,500,1,recall,0.8075980392156863
557,seurat_v3,1000,1,recall,0.8370098039215687
558,seurat_v3,2000,1,recall,0.7935049019607843
559,seurat_v3,5000,1,recall,0.9160539215686274
560,pearson_residuals,20,1,recall,0.6844362745098039
561,pearson_residuals,50,1,recall,0.8560049019607843
562,pearson_residuals,100,1,recall,0.8915441176470589
563,pearson_residuals,200,1,recall,0.9387254901960784
564,pearson_residuals,300,1,recall,0.9522058823529412
565,pearson_residuals,400,1,recall,0.9448529411764706
566,pearson_residuals,500,1,recall,0.9142156862745098
567,pearson_residuals,1000,1,recall,0.9393382352941176
568,pearson_residuals,2000,1,recall,0.960171568627451
569,pearson_residuals,5000,1,recall,0.9417892156862744
570,seurat,20,1,recall,0.0042892156862745
571,seurat,50,1,recall,0.0012254901960784
572,seurat,100,1,recall,0.0661764705882353
573,seurat,200,1,recall,0.7144607843137255
574,seurat,300,1,recall,0.6378676470588235
575,seurat,400,1,recall,0.8841911764705882
576,seurat,500,1,recall,0.8897058823529411
577,seurat,1000,1,recall,0.8878676470588235
578,seurat,2000,1,recall,0.9509803921568628
579,seurat,5000,1,recall,0.90625
580,cell_ranger,20,1,recall,0.0079656862745098
581,cell_ranger,50,1,recall,0.1096813725490196
582,cell_ranger,100,1,recall,0.4497549019607843
583,cell_ranger,200,1,recall,0.647671568627451
584,cell_ranger,300,1,recall,0.6305147058823529
585,cell_ranger,400,1,recall,0.8394607843137255
586,cell_ranger,500,1,recall,0.8327205882352942
587,cell_ranger,1000,1,recall,0.8498774509803921
588,cell_ranger,2000,1,recall,0.9019607843137256
589,cell_ranger,5000,1,recall,0.90625
590,random_all_genes,20,1,recall,0.173406862745098
591,random_all_genes,50,1,recall,0.2297794117647058
592,random_all_genes,100,1,recall,0.3700980392156863
593,random_all_genes,200,1,recall,0.5814950980392157
594,random_all_genes,300,1,recall,0.7457107843137255
595,random_all_genes,400,1,recall,0.7506127450980392
596,random_all_genes,500,1,recall,0.7475490196078431
597,random_all_genes,1000,1,recall,0.7518382352941176
598,random_all_genes,2000,1,recall,0.8204656862745098
599,random_all_genes,5000,1,recall,0.8333333333333334
600,seurat_v3,20,2,recall,0.0
601,seurat_v3,50,2,recall,0.0769230769230769
602,seurat_v3,100,2,recall,0.1538461538461538
603,seurat_v3,200,2,recall,0.1428571428571428
604,seurat_v3,300,2,recall,0.2087912087912088
605,seurat_v3,400,2,recall,0.2857142857142857
606,seurat_v3,500,2,recall,0.3516483516483517
607,seurat_v3,1000,2,recall,0.4065934065934066
608,seurat_v3,2000,2,recall,0.4945054945054945
609,seurat_v3,5000,2,recall,0.5274725274725275
610,pearson_residuals,20,2,recall,0.1648351648351648
611,pearson_residuals,50,2,recall,0.2197802197802197
612,pearson_residuals,100,2,recall,0.4285714285714285
613,pearson_residuals,200,2,recall,0.3406593406593406
614,pearson_residuals,300,2,recall,0.4285714285714285
615,pearson_residuals,400,2,recall,0.3846153846153846
616,pearson_residuals,500,2,recall,0.4065934065934066
617,pearson_residuals,1000,2,recall,0.4065934065934066
618,pearson_residuals,2000,2,recall,0.4175824175824176
619,pearson_residuals,5000,2,recall,0.4505494505494505
620,seurat,20,2,recall,0.0
621,seurat,50,2,recall,0.0
622,seurat,100,2,recall,0.0879120879120879
623,seurat,200,2,recall,0.1428571428571428
624,seurat,300,2,recall,0.0769230769230769
625,seurat,400,2,recall,0.2197802197802197
626,seurat,500,2,recall,0.3516483516483517
627,seurat,1000,2,recall,0.4835164835164835
628,seurat,2000,2,recall,0.3956043956043956
629,seurat,5000,2,recall,0.4395604395604395
630,cell_ranger,20,2,recall,0.0329670329670329
631,cell_ranger,50,2,recall,0.0439560439560439
632,cell_ranger,100,2,recall,0.0989010989010989
633,cell_ranger,200,2,recall,0.1098901098901098
634,cell_ranger,300,2,recall,0.1208791208791208
635,cell_ranger,400,2,recall,0.2087912087912088
636,cell_ranger,500,2,recall,0.2087912087912088
637,cell_ranger,1000,2,recall,0.3296703296703296
638,cell_ranger,2000,2,recall,0.3846153846153846
639,cell_ranger,5000,2,recall,0.3846153846153846
640,random_all_genes,20,2,recall,0.0329670329670329
641,random_all_genes,50,2,recall,0.1318681318681318
642,random_all_genes,100,2,recall,0.1868131868131868
643,random_all_genes,200,2,recall,0.2307692307692307
644,random_all_genes,300,2,recall,0.2087912087912088
645,random_all_genes,400,2,recall,0.1978021978021978
646,random_all_genes,500,2,recall,0.2087912087912088
647,random_all_genes,1000,2,recall,0.2747252747252747
648,random_all_genes,2000,2,recall,0.3516483516483517
649,random_all_genes,5000,2,recall,0.3516483516483517
650,seurat_v3,20,3,recall,0.036524626452684
651,seurat_v3,50,3,recall,0.2379634753735473
652,seurat_v3,100,3,recall,0.4986164914222468
653,seurat_v3,200,3,recall,0.5201992252351965
654,seurat_v3,300,3,recall,0.5971223021582733
655,seurat_v3,400,3,recall,0.60431654676259
656,seurat_v3,500,3,recall,0.6187050359712231
657,seurat_v3,1000,3,recall,0.6928610957387936
658,seurat_v3,2000,3,recall,0.7177642501383509
659,seurat_v3,5000,3,recall,0.7664637520752628
660,pearson_residuals,20,3,recall,0.5058107360265633
661,pearson_residuals,50,3,recall,0.643054786939679
662,pearson_residuals,100,3,recall,0.7033757609297178
663,pearson_residuals,200,3,recall,0.7172108467072495
664,pearson_residuals,300,3,recall,0.7371333702268954
665,pearson_residuals,400,3,recall,0.7692307692307693
666,pearson_residuals,500,3,recall,0.7874930824571112
667,pearson_residuals,1000,3,recall,0.8057553956834532
668,pearson_residuals,2000,3,recall,0.8101826231322634
669,pearson_residuals,5000,3,recall,0.7980077476480354
670,seurat,20,3,recall,0.0
671,seurat,50,3,recall,0.5534034311012729
672,seurat,100,3,recall,0.6358605423353625
673,seurat,200,3,recall,0.6253458771444383
674,seurat,300,3,recall,0.6242390702822358
675,seurat,400,3,recall,0.5506364139457665
676,seurat,500,3,recall,0.5971223021582733
677,seurat,1000,3,recall,0.5915882678472607
678,seurat,2000,3,recall,0.7443276148312119
679,seurat,5000,3,recall,0.8040951853901495
680,cell_ranger,20,3,recall,0.5340343110127282
681,cell_ranger,50,3,recall,0.5080243497509684
682,cell_ranger,100,3,recall,0.3259546209186497
683,cell_ranger,200,3,recall,0.4405091311566131
684,cell_ranger,300,3,recall,0.594355285002767
685,cell_ranger,400,3,recall,0.6275594908688434
686,cell_ranger,500,3,recall,0.6557830658550083
687,cell_ranger,1000,3,recall,0.7620365246264527
688,cell_ranger,2000,3,recall,0.7897066961815163
689,cell_ranger,5000,3,recall,0.7908135030437189
690,random_all_genes,20,3,recall,0.2346430547869396
691,random_all_genes,50,3,recall,0.4792473713337022
692,random_all_genes,100,3,recall,0.6751521859435529
693,random_all_genes,200,3,recall,0.7105700055340343
694,random_all_genes,300,3,recall,0.6972883231876038
695,random_all_genes,400,3,recall,0.7022689540675152
696,random_all_genes,500,3,recall,0.7044825677919203
697,random_all_genes,1000,3,recall,0.697841726618705
698,random_all_genes,2000,3,recall,0.7188710570005534
699,random_all_genes,5000,3,recall,0.7830658550083011
700,seurat_v3,20,4,recall,0.0471698113207547
701,seurat_v3,50,4,recall,0.2311320754716981
702,seurat_v3,100,4,recall,0.5188679245283019
703,seurat_v3,200,4,recall,0.6367924528301887
704,seurat_v3,300,4,recall,0.6415094339622641
705,seurat_v3,400,4,recall,0.6981132075471698
706,seurat_v3,500,4,recall,0.7358490566037735
707,seurat_v3,1000,4,recall,0.7358490566037735
708,seurat_v3,2000,4,recall,0.7735849056603774
709,seurat_v3,5000,4,recall,0.8066037735849056
710,pearson_residuals,20,4,recall,0.2783018867924528
711,pearson_residuals,50,4,recall,0.5518867924528302
712,pearson_residuals,100,4,recall,0.7075471698113207
713,pearson_residuals,200,4,recall,0.8207547169811321
714,pearson_residuals,300,4,recall,0.8254716981132075
715,pearson_residuals,400,4,recall,0.8254716981132075
716,pearson_residuals,500,4,recall,0.8443396226415094
717,pearson_residuals,1000,4,recall,0.8726415094339622
718,pearson_residuals,2000,4,recall,0.8632075471698113
719,pearson_residuals,5000,4,recall,0.8726415094339622
720,seurat,20,4,recall,0.0
721,seurat,50,4,recall,0.0188679245283018
722,seurat,100,4,recall,0.2122641509433962
723,seurat,200,4,recall,0.4716981132075472
724,seurat,300,4,recall,0.6226415094339622
725,seurat,400,4,recall,0.6320754716981132
726,seurat,500,4,recall,0.6839622641509434
727,seurat,1000,4,recall,0.75
728,seurat,2000,4,recall,0.8113207547169812
729,seurat,5000,4,recall,0.8773584905660378
730,cell_ranger,20,4,recall,0.1650943396226415
731,cell_ranger,50,4,recall,0.2547169811320754
732,cell_ranger,100,4,recall,0.6084905660377359
733,cell_ranger,200,4,recall,0.6981132075471698
734,cell_ranger,300,4,recall,0.7122641509433962
735,cell_ranger,400,4,recall,0.7358490566037735
736,cell_ranger,500,4,recall,0.7641509433962265
737,cell_ranger,1000,4,recall,0.7783018867924528
738,cell_ranger,2000,4,recall,0.8254716981132075
739,cell_ranger,5000,4,recall,0.8254716981132075
740,random_all_genes,20,4,recall,0.0943396226415094
741,random_all_genes,50,4,recall,0.2877358490566037
742,random_all_genes,100,4,recall,0.5660377358490566
743,random_all_genes,200,4,recall,0.7122641509433962
744,random_all_genes,300,4,recall,0.7452830188679245
745,random_all_genes,400,4,recall,0.7216981132075472
746,random_all_genes,500,4,recall,0.7216981132075472
747,random_all_genes,1000,4,recall,0.7783018867924528
748,random_all_genes,2000,4,recall,0.7877358490566038
749,random_all_genes,5000,4,recall,0.8679245283018868
750,seurat_v3,20,0,precision,0.831081081081081
751,seurat_v3,50,0,precision,0.856
752,seurat_v3,100,0,precision,0.9548872180451128
753,seurat_v3,200,0,precision,0.9777539533637096
754,seurat_v3,300,0,precision,0.9810362343379614
755,seurat_v3,400,0,precision,0.9723905723905724
756,seurat_v3,500,0,precision,0.9744839449541284
757,seurat_v3,1000,0,precision,0.9768656716417912
758,seurat_v3,2000,0,precision,0.9793865030674846
759,seurat_v3,5000,0,precision,0.9826235927557514
760,pearson_residuals,20,0,precision,0.8254397834912043
761,pearson_residuals,50,0,precision,0.9604885057471264
762,pearson_residuals,100,0,precision,0.975448536355052
763,pearson_residuals,200,0,precision,0.9870935716058576
764,pearson_residuals,300,0,precision,0.984009840098401
765,pearson_residuals,400,0,precision,0.9848001961265016
766,pearson_residuals,500,0,precision,0.9860088365243004
767,pearson_residuals,1000,0,precision,0.9833781471522856
768,pearson_residuals,2000,0,precision,0.9841347327312668
769,pearson_residuals,5000,0,precision,0.984622894801074
770,seurat,20,0,precision,0.986171132238548
771,seurat,50,0,precision,0.987018606663782
772,seurat,100,0,precision,0.9528851244044468
773,seurat,200,0,precision,0.9818693341669272
774,seurat,300,0,precision,0.9844913151364764
775,seurat,400,0,precision,0.9845047039291644
776,seurat,500,0,precision,0.9806818181818182
777,seurat,1000,0,precision,0.9783677482792528
778,seurat,2000,0,precision,0.9857493857493858
779,seurat,5000,0,precision,0.9829059829059827
780,cell_ranger,20,0,precision,0.3846153846153846
781,cell_ranger,50,0,precision,0.9303405572755418
782,cell_ranger,100,0,precision,0.9608879492600424
783,cell_ranger,200,0,precision,0.9809150326797386
784,cell_ranger,300,0,precision,0.9828844701736724
785,cell_ranger,400,0,precision,0.9826946847960444
786,cell_ranger,500,0,precision,0.9806277587052477
787,cell_ranger,1000,0,precision,0.9814995131450828
788,cell_ranger,2000,0,precision,0.9786976519002664
789,cell_ranger,5000,0,precision,0.978743961352657
790,random_all_genes,20,0,precision,0.7359307359307359
791,random_all_genes,50,0,precision,0.8734177215189873
792,random_all_genes,100,0,precision,0.9291316526610645
793,random_all_genes,200,0,precision,0.9468360995850622
794,random_all_genes,300,0,precision,0.9677327241576242
795,random_all_genes,400,0,precision,0.9686684073107048
796,random_all_genes,500,0,precision,0.976268619035597
797,random_all_genes,1000,0,precision,0.9721543722520762
798,random_all_genes,2000,0,precision,0.9690895918860178
799,random_all_genes,5000,0,precision,0.9710703953712632
800,seurat_v3,20,1,precision,0.8861209964412812
801,seurat_v3,50,1,precision,0.8064516129032258
802,seurat_v3,100,1,precision,0.8256972111553785
803,seurat_v3,200,1,precision,0.9049773755656108
804,seurat_v3,300,1,precision,0.933240611961057
805,seurat_v3,400,1,precision,0.9767267267267268
806,seurat_v3,500,1,precision,0.9791976225854384
807,seurat_v3,1000,1,precision,0.9757142857142858
808,seurat_v3,2000,1,precision,0.9722222222222222
809,seurat_v3,5000,1,precision,0.976485956890921
810,pearson_residuals,20,1,precision,0.9850088183421516
811,pearson_residuals,50,1,precision,0.9741980474198048
812,pearson_residuals,100,1,precision,0.977165883143049
813,pearson_residuals,200,1,precision,0.9690069576217584
814,pearson_residuals,300,1,precision,0.9664179104477612
815,pearson_residuals,400,1,precision,0.9722572509457756
816,pearson_residuals,500,1,precision,0.9700910273081924
817,pearson_residuals,1000,1,precision,0.9745708836617928
818,pearson_residuals,2000,1,precision,0.9720843672456576
819,pearson_residuals,5000,1,precision,0.9764930114358322
820,seurat,20,1,precision,0.35
821,seurat,50,1,precision,0.25
822,seurat,100,1,precision,0.782608695652174
823,seurat,200,1,precision,0.9357945425361156
824,seurat,300,1,precision,0.9269813000890472
825,seurat,400,1,precision,0.9723719676549866
826,seurat,500,1,precision,0.9577836411609498
827,seurat,1000,1,precision,0.979054054054054
828,seurat,2000,1,precision,0.97
829,seurat,5000,1,precision,0.9762376237623762
830,cell_ranger,20,1,precision,0.4482758620689655
831,cell_ranger,50,1,precision,0.8994974874371859
832,cell_ranger,100,1,precision,0.8676122931442081
833,cell_ranger,200,1,precision,0.9732965009208104
834,cell_ranger,300,1,precision,0.9680150517403576
835,cell_ranger,400,1,precision,0.9737029140014216
836,cell_ranger,500,1,precision,0.9734957020057308
837,cell_ranger,1000,1,precision,0.9767605633802816
838,cell_ranger,2000,1,precision,0.9806795469686876
839,cell_ranger,5000,1,precision,0.9730263157894736
840,random_all_genes,20,1,precision,0.6786570743405276
841,random_all_genes,50,1,precision,0.8223684210526315
842,random_all_genes,100,1,precision,0.9249617151607964
843,random_all_genes,200,1,precision,0.9634517766497462
844,random_all_genes,300,1,precision,0.9697211155378486
845,random_all_genes,400,1,precision,0.9722222222222222
846,random_all_genes,500,1,precision,0.9838709677419356
847,random_all_genes,1000,1,precision,0.987127916331456
848,random_all_genes,2000,1,precision,0.97523670793882
849,random_all_genes,5000,1,precision,0.9763101220387652
850,seurat_v3,20,2,precision,0.0
851,seurat_v3,50,2,precision,0.5833333333333334
852,seurat_v3,100,2,precision,0.5
853,seurat_v3,200,2,precision,0.7222222222222222
854,seurat_v3,300,2,precision,0.9047619047619048
855,seurat_v3,400,2,precision,0.7222222222222222
856,seurat_v3,500,2,precision,0.9142857142857144
857,seurat_v3,1000,2,precision,0.902439024390244
858,seurat_v3,2000,2,precision,0.9183673469387756
859,seurat_v3,5000,2,precision,0.9056603773584906
860,pearson_residuals,20,2,precision,0.3409090909090909
861,pearson_residuals,50,2,precision,0.6060606060606061
862,pearson_residuals,100,2,precision,0.8125
863,pearson_residuals,200,2,precision,0.8157894736842105
864,pearson_residuals,300,2,precision,0.8863636363636364
865,pearson_residuals,400,2,precision,0.9210526315789472
866,pearson_residuals,500,2,precision,0.9487179487179488
867,pearson_residuals,1000,2,precision,0.9487179487179488
868,pearson_residuals,2000,2,precision,0.8837209302325582
869,pearson_residuals,5000,2,precision,0.8913043478260869
870,seurat,20,2,precision,0.0
871,seurat,50,2,precision,0.0
872,seurat,100,2,precision,0.8
873,seurat,200,2,precision,0.3714285714285714
874,seurat,300,2,precision,0.7
875,seurat,400,2,precision,0.6896551724137931
876,seurat,500,2,precision,0.6956521739130435
877,seurat,1000,2,precision,0.9166666666666666
878,seurat,2000,2,precision,0.9230769230769232
879,seurat,5000,2,precision,0.9302325581395348
880,cell_ranger,20,2,precision,0.5
881,cell_ranger,50,2,precision,0.5
882,cell_ranger,100,2,precision,0.6923076923076923
883,cell_ranger,200,2,precision,0.9090909090909092
884,cell_ranger,300,2,precision,1.0
885,cell_ranger,400,2,precision,1.0
886,cell_ranger,500,2,precision,0.9047619047619048
887,cell_ranger,1000,2,precision,0.9375
888,cell_ranger,2000,2,precision,0.9722222222222222
889,cell_ranger,5000,2,precision,0.9722222222222222
890,random_all_genes,20,2,precision,0.1363636363636363
891,random_all_genes,50,2,precision,0.3333333333333333
892,random_all_genes,100,2,precision,0.5862068965517241
893,random_all_genes,200,2,precision,0.6
894,random_all_genes,300,2,precision,0.7307692307692307
895,random_all_genes,400,2,precision,0.8181818181818182
896,random_all_genes,500,2,precision,0.7916666666666666
897,random_all_genes,1000,2,precision,0.8064516129032258
898,random_all_genes,2000,2,precision,0.9142857142857144
899,random_all_genes,5000,2,precision,0.7619047619047619
900,seurat_v3,20,3,precision,0.5739130434782609
901,seurat_v3,50,3,precision,0.7846715328467153
902,seurat_v3,100,3,precision,0.2717948717948718
903,seurat_v3,200,3,precision,0.4880581516095534
904,seurat_v3,300,3,precision,0.7647058823529411
905,seurat_v3,400,3,precision,0.8899755501222494
906,seurat_v3,500,3,precision,0.9141455437448897
907,seurat_v3,1000,3,precision,0.980422866092404
908,seurat_v3,2000,3,precision,0.9715355805243444
909,seurat_v3,5000,3,precision,0.9551724137931036
910,pearson_residuals,20,3,precision,0.8038698328935796
911,pearson_residuals,50,3,precision,0.8843226788432268
912,pearson_residuals,100,3,precision,0.9366249078850404
913,pearson_residuals,200,3,precision,0.9480614484272128
914,pearson_residuals,300,3,precision,0.9541547277936964
915,pearson_residuals,400,3,precision,0.9391891891891893
916,pearson_residuals,500,3,precision,0.9480346435709528
917,pearson_residuals,1000,3,precision,0.9430051813471504
918,pearson_residuals,2000,3,precision,0.9463477698771816
919,pearson_residuals,5000,3,precision,0.9443352979698756
920,seurat,20,3,precision,0.0
921,seurat,50,3,precision,0.1982553528945281
922,seurat,100,3,precision,0.2026812488975128
923,seurat,200,3,precision,0.2771645818003433
924,seurat,300,3,precision,0.6658795749704841
925,seurat,400,3,precision,0.9012681159420288
926,seurat,500,3,precision,0.9097807757166948
927,seurat,1000,3,precision,0.97005444646098
928,seurat,2000,3,precision,0.966235632183908
929,seurat,5000,3,precision,0.9368149580915538
930,cell_ranger,20,3,precision,0.1902602523659306
931,cell_ranger,50,3,precision,0.2443438914027149
932,cell_ranger,100,3,precision,0.8978658536585366
933,cell_ranger,200,3,precision,0.9742962056303548
934,cell_ranger,300,3,precision,0.971945701357466
935,cell_ranger,400,3,precision,0.9818181818181818
936,cell_ranger,500,3,precision,0.983402489626556
937,cell_ranger,1000,3,precision,0.9470426409903714
938,cell_ranger,2000,3,precision,0.9475431606905712
939,cell_ranger,5000,3,precision,0.9501329787234044
940,random_all_genes,20,3,precision,0.2272240085744908
941,random_all_genes,50,3,precision,0.4441025641025641
942,random_all_genes,100,3,precision,0.5930967428293632
943,random_all_genes,200,3,precision,0.766109785202864
944,random_all_genes,300,3,precision,0.824607329842932
945,random_all_genes,400,3,precision,0.8403973509933775
946,random_all_genes,500,3,precision,0.8486666666666667
947,random_all_genes,1000,3,precision,0.9150943396226416
948,random_all_genes,2000,3,precision,0.9379061371841156
949,random_all_genes,5000,3,precision,0.9254414650098104
950,seurat_v3,20,4,precision,0.3333333333333333
951,seurat_v3,50,4,precision,0.6125
952,seurat_v3,100,4,precision,0.8208955223880597
953,seurat_v3,200,4,precision,0.8490566037735849
954,seurat_v3,300,4,precision,0.9066666666666666
955,seurat_v3,400,4,precision,0.9367088607594936
956,seurat_v3,500,4,precision,0.9069767441860463
957,seurat_v3,1000,4,precision,0.9069767441860463
958,seurat_v3,2000,4,precision,0.9111111111111112
959,seurat_v3,5000,4,precision,0.8860103626943006
960,pearson_residuals,20,4,precision,0.5086206896551724
961,pearson_residuals,50,4,precision,0.6223404255319149
962,pearson_residuals,100,4,precision,0.7772020725388601
963,pearson_residuals,200,4,precision,0.8018433179723502
964,pearson_residuals,300,4,precision,0.8215962441314554
965,pearson_residuals,400,4,precision,0.8536585365853658
966,pearson_residuals,500,4,precision,0.8325581395348837
967,pearson_residuals,1000,4,precision,0.8525345622119815
968,pearson_residuals,2000,4,precision,0.8394495412844036
969,pearson_residuals,5000,4,precision,0.8486238532110092
970,seurat,20,4,precision,0.0
971,seurat,50,4,precision,0.8
972,seurat,100,4,precision,0.6428571428571429
973,seurat,200,4,precision,0.7299270072992701
974,seurat,300,4,precision,0.9295774647887324
975,seurat,400,4,precision,0.9178082191780822
976,seurat,500,4,precision,0.8238636363636364
977,seurat,1000,4,precision,0.9085714285714286
978,seurat,2000,4,precision,0.8075117370892019
979,seurat,5000,4,precision,0.8454545454545455
980,cell_ranger,20,4,precision,0.7608695652173914
981,cell_ranger,50,4,precision,0.75
982,cell_ranger,100,4,precision,0.8835616438356164
983,cell_ranger,200,4,precision,0.9079754601226994
984,cell_ranger,300,4,precision,0.949685534591195
985,cell_ranger,400,4,precision,0.9454545454545454
986,cell_ranger,500,4,precision,0.9585798816568049
987,cell_ranger,1000,4,precision,0.9428571428571428
988,cell_ranger,2000,4,precision,0.9162303664921466
989,cell_ranger,5000,4,precision,0.9067357512953368
990,random_all_genes,20,4,precision,0.2325581395348837
991,random_all_genes,50,4,precision,0.4518518518518518
992,random_all_genes,100,4,precision,0.631578947368421
993,random_all_genes,200,4,precision,0.6711111111111111
994,random_all_genes,300,4,precision,0.7821782178217822
995,random_all_genes,400,4,precision,0.7806122448979592
996,random_all_genes,500,4,precision,0.7688442211055276
997,random_all_genes,1000,4,precision,0.8418367346938775
998,random_all_genes,2000,4,precision,0.835
999,random_all_genes,5000,4,precision,0.832579185520362
