Cell	UMAP_1	UMAP_2	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Cluster	Sample	Patient	Source	Stage
P4_Normal_724	4.46459861612212	10.6131594233065	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_761	-8.77451876783479	2.5664141230135	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_829	4.21303506708037	10.4688026957064	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_923	4.11121388292204	9.95111299081136	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1207	4.37820859765898	10.3117506556063	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1236	4.39853068208586	10.7632124475985	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1239	4.27592464303862	10.5736534647493	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1256	3.92415829515349	10.5935776285677	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1344	4.29017992830168	10.6320574335604	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1426	4.17321987962615	10.4223673395662	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1462	4.39689250802886	10.5375845484285	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1472	4.44934435701262	10.5731718592196	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1616	4.0909359059323	10.8711006693392	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1629	4.349840124606	10.4735167078524	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1640	4.07092591142546	10.6774790339022	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1656	4.26716609811675	10.3265183023958	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1677	4.197571714877	10.342921500638	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1754	4.14124031877409	10.9257328562288	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1806	3.91200109338652	10.4519293360262	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1814	-8.54335192823518	2.3650484137087	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1887	4.07809968805205	10.5701277308016	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1923	3.99578471994292	10.1597712091951	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1952	4.22691555833708	10.1424677423983	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P4_Normal_1955	4.27472468233	10.2262623362093	Immune cells	B	B	13	P4_Normal	P4	NAT	Primary
P3_Tumor_149	-6.41193703794588	2.41856480164815	Immune cells	CD4Tconv	Th2	9	P3_Tumor	P3	Tumor	Primary
P3_Tumor_169	-6.02664641523469	2.12347507996846	Immune cells	CD4Tconv	Th2	9	P3_Tumor	P3	Tumor	Primary
P3_Tumor_177	-6.26028279447664	2.32333159966756	Immune cells	CD4Tconv	Th2	9	P3_Tumor	P3	Tumor	Primary
P3_Normal_100	-7.76082686567415	4.13443398995686	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_111	-8.32157687330354	4.84232259316731	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_120	-7.12486104154695	3.76595473809529	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_127	-8.53348426008333	4.86996818108846	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_147	-8.07699755811799	3.47242904229451	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_151	-5.45788935804475	4.16312814278889	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_164	-8.56849555158723	3.6229920439272	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_177	-9.16662196302522	3.69947720094014	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_184	-8.8621194758426	3.98774648232747	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_189	-8.50473670148958	3.63215041680623	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_195	-8.7246854701053	4.29086328072835	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_205	-7.00695923948396	3.71573401017476	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_206	-6.33974103117097	3.77146864457417	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_223	-9.06473330640901	4.12875009103108	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_262	-8.8429658808719	4.17888761086751	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_290	-9.68186740064729	3.88001323266316	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_314	-7.70282153272737	4.99533343835164	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_330	-8.8336418070804	3.86236835046101	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_359	-7.34164790296663	4.79166722817708	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_372	-9.02866820478548	4.47419953866292	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_380	-9.12211684370149	4.35743308587361	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_406	-8.62448100233186	3.63269401116658	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_424	-7.95866469526399	3.92263770623494	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_428	-8.04533461713899	5.1337444834261	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_429	-7.73119143629182	4.66678214593221	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_445	-6.35862139845003	3.64152145905782	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_456	-7.22136525297273	4.62099385781575	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_468	-9.55341796064485	3.09599328561116	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_501	-7.43827990675081	4.37439084573079	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_518	-8.54530219221223	4.42159104867268	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_525	-6.07074765348543	4.10303044839192	Immune cells	CD4Tconv	Th2	9	P3_Normal	P3	NAT	Primary
P3_Normal_529	-8.7066133418094	4.08229089303304	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_553	-8.99265269422639	2.90548229737569	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_581	-4.31703833723176	3.57871127648641	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_583	-8.3225334086429	4.70389485879231	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_585	-4.52035979414094	3.44468713326741	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_614	-9.59463004255403	3.88021302743245	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_633	-9.55968360090364	4.02549863381673	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_637	-8.68855551862825	4.40426135583211	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_649	-8.64910964155305	3.42070341630269	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P3_Normal_663	-9.12846163892854	3.95573926492024	Immune cells	CD4Tconv	Th2	1	P3_Normal	P3	NAT	Primary
P2_Tumor_1	-6.9035013117801	2.45986700578023	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_24	4.4211725792874	10.8392374567537	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_31	-6.02544001722444	2.4610731653719	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_169	-6.33191804075349	3.98959184212972	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_174	-9.03374079847444	4.4634621195345	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_222	-13.8562868037235	-6.00386547522258	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_266	-7.88397673750032	4.47034574075032	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_278	-5.4521606364261	3.53786302132893	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_306	-8.60387305402864	4.42612481637288	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_315	-7.69971446180452	4.8012831263094	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_344	-6.87333993101228	3.4171724371462	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_355	-8.39363841199983	4.7118923716097	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_395	-6.50895241880525	4.25409341378499	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_407	-8.07310752058137	4.56482053323079	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_414	-8.00085143232454	4.6874086908846	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_415	-6.33841637754549	3.59885025544453	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_488	-6.01813344144929	3.78423524422933	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_564	-8.24235514783967	4.59732842965413	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_633	-7.98921946668733	3.71031976266194	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_701	-6.13804272794832	3.09964275880147	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_784	-13.7225463786136	-5.92557167486858	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_796	-7.85096816206087	3.69652247948933	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_810	-6.14013604307283	2.39395022912312	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_928	-7.50190619611848	4.68743539376546	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_932	-7.19452504301179	3.4163441710024	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_940	-6.8805897631656	3.34860301537801	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_982	-7.43043402814973	3.84279752297688	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1076	-7.48266200208772	5.07206798119832	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1103	-8.48610858106721	3.75751233620931	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1113	-8.17834834241975	4.5550639681368	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1115	-8.61741809034456	4.60123658700276	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1125	-8.11735896253694	4.89011455102254	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1131	-7.51883296156038	4.85816121621419	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1133	-7.54417018079866	4.24873853249837	Immune cells	CD4Tconv	Th2	9	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1225	-8.29920558118928	4.43472838921834	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1228	-8.30861930036653	4.89529300256062	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1264	-8.51774386549104	4.36546493096639	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Tumor_1276	-7.18385199689973	3.81331730408955	Immune cells	CD4Tconv	Th2	1	P2_Tumor	P2	Tumor	Primary
P2_Normal_31	-6.5465209879886	2.31408906503011	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_172	-9.23210028791536	2.67785811944295	Immune cells	CD4Tconv	Th2	1	P2_Normal	P2	NAT	Primary
P2_Normal_194	-6.0414407649051	2.32259798569966	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_198	-13.794957915784	-6.32822870688152	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_393	-6.98654488706697	3.09434700532246	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_429	-5.70260600233186	5.55771995110799	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_431	-5.8132126727115	3.18373179955769	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_627	-5.91800288343538	2.58858395142842	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_676	-8.97153548383821	3.68128085656453	Immune cells	CD4Tconv	Th2	1	P2_Normal	P2	NAT	Primary
P2_Normal_689	4.37053151941191	10.5883057169466	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_724	-5.77176026487459	2.68040562196065	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_753	-9.18701533460725	3.13673759026814	Immune cells	CD4Tconv	Th2	1	P2_Normal	P2	NAT	Primary
P2_Normal_895	-6.65298251295198	2.64432907624532	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_974	-5.93351964140047	3.62551379723836	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1098	-6.31446150922883	2.21376228852559	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1120	-13.7341554560672	-6.22867226080608	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1159	-6.777117530347	2.14707804246236	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1170	-13.8560398020755	-6.14421438650798	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1270	4.1535727581967	10.5775568537264	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1279	-6.28687409544099	2.68120384736348	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1284	-7.08692387724031	2.12980652375508	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1354	-6.19404105329622	2.48460507912923	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P2_Normal_1358	4.37775178766142	10.2263538889437	Immune cells	CD4Tconv	Th2	9	P2_Normal	P2	NAT	Primary
P1_Tumor_2	-9.0683601298343	3.65290689988423	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_3	-6.8085854449283	1.80435383839894	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_7	-7.34222344541658	2.19082475228597	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_8	-6.62934712553132	2.07872033639241	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_12	-5.87212065839876	2.38267827554036	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_13	-8.66369609022249	3.30053806824971	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_16	-6.76027087354768	2.7189974836855	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_20	-7.40441588544954	2.3905165247469	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_24	-9.38531664991487	3.12344623132039	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_25	-9.01859931135286	3.37629175706197	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_31	-5.83284453535188	2.57295489831258	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_32	-9.08306197309602	4.18059373421956	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_43	-5.95801667356599	4.63186049981404	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_49	-7.26346091413606	2.16797400040913	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_52	-8.09239653730501	3.17753625436116	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_53	-8.30500106001008	3.54051900430013	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_57	-6.33410433912385	4.2520306162386	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_68	-9.58214835310091	3.63695931954671	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_74	-9.23778418684114	4.10510230584431	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_76	-8.7853372492801	3.55400324387837	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_83	-8.69205741071809	2.73176456017781	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_85	-8.68152121687044	3.96910167260457	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_91	-6.77467755460847	2.05868983788777	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_92	-5.92428568983186	2.00723338647176	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_96	-8.378116408826	2.58319092316914	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_98	-7.55833224439729	2.07261395974446	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_101	-7.02536086225618	1.93485069794942	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_105	-8.62412146711458	3.75087190194417	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_106	-7.04925851011384	3.33619761987019	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_108	-7.52421073103059	2.7613182119875	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_110	-6.99268130445589	4.24833560509969	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_113	-8.54727343702424	3.00105119271565	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_116	-9.27893904829133	3.14123416467	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_117	-7.66474608564485	2.62487197442342	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_118	-9.22424487257112	4.06795812173177	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_120	-8.38850573682893	2.95629525704671	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_122	-9.92160777235139	3.35077095551778	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_124	-6.21348456525911	4.68576455636311	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_125	-8.59655455732454	2.90038109345723	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_129	-8.08474711561311	2.35603380723287	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_133	-8.15478400373567	3.46169591470052	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_134	-6.43648556852449	1.74359548611928	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_136	-8.93697909498323	2.71143127007771	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_150	-7.59103373670686	2.5950653605013	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_156	-9.76026229047883	3.28076196236897	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_157	-6.26676015043367	2.07860827966023	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_160	-8.5614889063846	3.58594251199056	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_161	-7.16047171735872	3.23323703332234	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_167	-7.88571528577913	3.65513349099446	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_171	-8.80131415510286	3.23575282616902	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_174	-7.91050891065706	3.3154444746523	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_175	-7.95939616346467	2.60857654137898	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_183	-8.84951285505403	4.02689099831868	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_184	-7.1535561480533	3.3242609552889	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_186	-9.03937415266145	3.30421352906514	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_192	-7.91219405317415	3.3370144419222	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_197	-9.20661048078645	2.9955723337679	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_199	-9.296404639722	3.40647268815328	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_200	-9.64948538923372	2.93538046403218	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_203	-8.15330676221956	2.51149297280599	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_204	-6.51594809675325	1.86054921670247	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_207	-8.98937396192659	3.24377513451863	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_216	-8.98559073591341	3.3339774660616	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_219	-8.1150720515262	2.80776501221944	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_220	-8.03061370039094	2.44022036118794	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_224	-5.8482993044864	1.97753549142171	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_229	-9.75228099012483	3.19387555642415	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_233	-6.80561522626985	2.03076601548482	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_237	-6.90569905424226	3.2985885195284	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_239	-6.73207406187166	1.9126763395815	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_247	-8.7123620905887	3.10422683282185	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_250	-8.85728434705842	3.39658070130635	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_259	-7.7750480570804	2.19025779290486	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_261	-9.65688876295198	3.08068776650716	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_263	-9.12668875837434	3.01822615189839	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_265	-8.77008513593782	3.67602921052266	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_270	-8.93021372938264	3.29648423714925	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_272	-6.28312949323762	5.59501147790242	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_274	-8.50816516065706	2.53934336228658	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_276	-9.42686919355501	2.87208009286214	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_281	-6.94493941450227	2.60970998330403	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
P1_Tumor_284	-8.98142317915071	2.84200239701558	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_285	-9.15059355878938	4.29261756463338	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_287	-9.42210559034456	3.76454210801412	Immune cells	CD4Tconv	Th2	1	P1_Tumor	P1	Tumor	Primary
P1_Tumor_289	-6.56193331861604	4.80758309884358	Immune cells	CD4Tconv	Th2	9	P1_Tumor	P1	Tumor	Primary
